Run,Program Version,User,Time Started (UTC),Time Finished (UTC),Minutes Spent,Position,Points,How involved in AI alignment are you? Please select all that apply. (6kkcmyw),Which of the following resources have you used to understand AI alignment research? (nwudv6g),resources,verbal_rating_scale,prob_rating_scale,How involved in AI alignment are you? Please select all that apply. (g4mdi50),involvement,"For how many years have you been interested in AI alignment research? Please enter an integer, rounded to the nearest year. (bu4zyb5)",category,Which of the following resources have you spent more than 30 minutes engaging with? (t0y9zda),"Overall, how useful have you found {resource}? (okdtv5m)",resource,"How likely would you be to recommend {resource} as an AI alignment resource to a friend getting into AI alignment, who hadn't already read widely in the space? (xf22i7s)",How likely would you be to recommend {resource} as an AI alignment resource to a friend who is paid to do AI alignment research? (b51q4lo),"If you'd like to go into detail about your answers about {resource}, you can do so here. (83afusr)","Please specify which researchers you're thinking of. Also, if you'd like to go into detail about your answers about {resource}, you can do so here. (bj70ff1)",Is there anything else you'd like to tell us? (bty6mmy),Where did you hear about this survey? (auqgbpq),"For how many years have you been paid to work on technical AI alignment research? Please enter an integer, rounded to the nearest year. (ub5lnfb)",fbclid
7469217,43,,2022-06-25 18:28:09,2022-06-25 18:35:51,7.70,t6togir,0,,,"[""the AI Alignment Newsletter""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I am interested in AI alignment research,I am trying to move into a technical AI alignment career","[""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career""]",1,I am trying to move into a technical AI alignment career,the AI Alignment Newsletter,,the AI Alignment Newsletter,,,,,,,,
7469326,43,,2022-06-25 18:35:58,,0.13,4t3j1q5,0,,,,,,,,,,,,,,,,,,,,
7469414,43,,2022-06-25 18:40:57,,0.33,4t3j1q5,0,,,,,,,,,,,,,,,,,,,,
7469421,43,,2022-06-25 18:41:21,2022-06-25 21:07:25,146.05,t6togir,0,,,"[""the Embedded Agency sequence on the Alignment Forum"",""the annual AI Alignment Literature Review and Charity Comparison"",""Superintelligence (book)"",""Concrete Problems in AI Safety by Amodei et al"",""AI Safety Camp"",""the 80,000 Hours podcast"",""talks by AI alignment researchers"",""AXRP - the AI X-risk Research Podcast"",""the AI Alignment Newsletter"",""AGI Safety Fundamentals Course"",""the ML Safety newsletter"",""conversations with AI alignment researchers at conferences"",""the FLI podcast"",""The Alignment Problem (book)"",""Rob Miles videos""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I am trying to move into a technical AI alignment career,I spend some of my time solving technical problems related to AI alignment,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly,I spend some of my time publicly communicating about AI alignment,I am paid to work on technical AI alignment research","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career"",""I spend some of my time solving technical problems related to AI alignment"",""I spend some of my time facilitating technical AI alignment research in ways other than doing it directly"",""I spend some of my time publicly communicating about AI alignment"",""I am paid to work on technical AI alignment research""]",1,I am paid to work on technical AI alignment research,"the Embedded Agency sequence on the Alignment Forum,the annual AI Alignment Literature Review and Charity Comparison,Superintelligence (book),Concrete Problems in AI Safety by Amodei et al,AI Safety Camp,the 80,000 Hours podcast,talks by AI alignment researchers,AXRP - the AI X-risk Research Podcast,the AI Alignment Newsletter,AGI Safety Fundamentals Course,the ML Safety newsletter,conversations with AI alignment researchers at conferences,the FLI podcast,The Alignment Problem (book),Rob Miles videos",2 | 1 | 0 | 3 | 4 | 2 | 3 | 2 | 2 | 2 | 2 | 3 | 1 | 1 | 4,Rob Miles videos,1 | 2 | 0 | 2 | 4 | 4 | 3 | 2 | 1 | 3 | 1 | 4 | 1 | 3 | 4,2 | 1 | 0 | 3 | 0 | 1 | 2 | 3 | 2 | 2 | 3 | 4 | 0 | 1 | 4," | I expect those who are getting paid in the field already know everything they need to know from that review. But would be more useful for those entering the field to get an overview. Though I think it could be condensed a lot more. | Seems mostly irrelevant at this point. I dropped the book after 2 chapters. The waitbutwhy article covers what is necessary. Though I’d also add the key points from the rebuttals of Superintelligence. |  | It’s one of those things where you get what you put in. I think there’s a decent amount of people who do the AISC, but try to do it part-time, off the side of their desk. They don’t end up reaping the full benefits. I think it’s mostly only worth it if you focus much of your attention in the program. |  |  |  | It’s OK, but I don’t think it should be read from beginning to end. Should devote time to understanding jargon and trying to use it as a resource to answer questions rather than trying to read it from beginning to end. |  | There are some specific episodes that are useful like the Anthropic one. | I knew most of the stuff in the book and the stuff I didn’t know hasn’t been super useful yet. | ","Useful to have talks + Q&A. However, there’s a ton of variance in the quality of the talks. | Useful for getting tacit knowledge and getting feedback.","",Twitter,0,
7469441,43,,2022-06-25 18:42:54,2022-06-25 18:45:05,2.18,t6togir,0,,,"[""Rob Miles videos"",""the 80,000 Hours podcast"",""the AI Alignment Newsletter"",""AGI Safety Fundamentals Course"",""conversations with AI alignment researchers at conferences""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I am trying to move into a technical AI alignment career","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career""]",1,I am trying to move into a technical AI alignment career,"Rob Miles videos,the 80,000 Hours podcast,the AI Alignment Newsletter,AGI Safety Fundamentals Course,conversations with AI alignment researchers at conferences",2 | 4 | 3 | 4 | 4,conversations with AI alignment researchers at conferences,3 | 4 | 3 | 4 | 4,0 | 2 | 1 | 0 | 4, |  |  | ,"","",Twitter :),,
7469548,43,,2022-06-25 18:50:15,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7469565,43,,2022-06-25 18:51:33,,72.17,8d2bvx6,0,,,"[""Concrete Problems in AI Safety by Amodei et al"",""Unsolved Problems in ML Safety by Hendrycks et al"",""the 80,000 Hours podcast"",""AGI Safety Fundamentals Course"",""the FLI podcast"",""the AI Alignment Newsletter"",""the ARCHES agenda by Andrew Critch and David Krueger"",""AXRP - the AI X-risk Research Podcast"",""Rob Miles videos"",""talks by AI alignment researchers""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]",I spend some of my time solving technical problems related to AI alignment,"[""I spend some of my time solving technical problems related to AI alignment""]",,I spend some of my time solving technical problems related to AI alignment,"Concrete Problems in AI Safety by Amodei et al,Unsolved Problems in ML Safety by Hendrycks et al,the 80,000 Hours podcast,AGI Safety Fundamentals Course,the FLI podcast,the AI Alignment Newsletter,the ARCHES agenda by Andrew Critch and David Krueger,AXRP - the AI X-risk Research Podcast,Rob Miles videos,talks by AI alignment researchers",,,,,,,,,,
7469578,43,,2022-06-25 18:52:28,2022-06-25 23:14:32,262.07,t6togir,0,,,"[""conversations with AI alignment researchers at conferences"",""the annual AI Alignment Literature Review and Charity Comparison"",""Life 3.0 (book)"",""the ARCHES agenda by Andrew Critch and David Krueger"",""Concrete Problems in AI Safety by Amodei et al"",""Superintelligence (book)"",""the Iterated Amplification sequence on the Alignment Forum"",""talks by AI alignment researchers"",""the AI Alignment Newsletter"",""the ML Safety newsletter"",""the 80,000 Hours podcast"",""AXRP - the AI X-risk Research Podcast"",""Unsolved Problems in ML Safety by Hendrycks et al"",""AGI Safety Fundamentals Course"",""the FLI podcast""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]",I am paid to work on technical AI alignment research,"[""I am paid to work on technical AI alignment research""]",,I am paid to work on technical AI alignment research,"conversations with AI alignment researchers at conferences,the annual AI Alignment Literature Review and Charity Comparison,Life 3.0 (book),the ARCHES agenda by Andrew Critch and David Krueger,Concrete Problems in AI Safety by Amodei et al,Superintelligence (book),the Iterated Amplification sequence on the Alignment Forum,talks by AI alignment researchers,the AI Alignment Newsletter,the ML Safety newsletter,the 80,000 Hours podcast,AXRP - the AI X-risk Research Podcast,Unsolved Problems in ML Safety by Hendrycks et al,AGI Safety Fundamentals Course,the FLI podcast",3 | 2 | 0 | 1 | 2 | 2 | 1 | 2 | 4 | 2 | 2 | 3 | 4 | 3 | 1,the FLI podcast,3 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 4 | 2 | 3 | 1 | 4 | 3 | 0,4 | 0 | 0 | 1 | 2 | 0 | 1 | 4 | 3 | 3 | 0 | 4 | 4 | 2 | 0,"I don’t think donating to most AIS organizations is valuable given incredible funding for the field. The report therefore seems based on a false premise, but still provides a useful overview of many relevant organizations. | Didn’t like it, didn’t finish it. | I didn’t find it very accessible, but only read maybe 10 or 20 pages before stopping. I should probably go back to it soon. | Good for academics and people who don’t respect the authority of blog posts. | I think the Eliezer worldview is theatrical and unlikely. Specifically I find fault in: recursive self improvement, the “narrow range of intelligence” argument, the focus on human evolutionary analogies. I find Paul Christiano’s “What Failure Looks Like” more representative of my views and useful for describing the outcomes  Superintelligence fails to describe. 

Separately, even if you agree with the Boston Yudkowsky worldview, the book is too long and very dense. I listened to the audiobook. |  | Incredible resource, very reliable. Would be nice if it covered greater diversity of topics, but understandably it’s mostly Rohin’s favorites. | Great analysis, but without regular publishing it’s not as good at getting someone hooked on reading about the field. | Great intro stuff, but not useful after that. | I really like podcasts, and this is my favorite on AI safety. I do wish Daniel tried to have more guests outside the EA bubble. The Gradient Podcast is a great alternative with a more diverse audience, though plenty of episodes are not about safety. | Clear, easy to read, provides tractable research directions. Not comprehensive of work in the field, but a great starting point for research. | I quit the discussion section as soon as I realized the other participants were curious laypeople and not closely studying to begin working in the field. I’d already read most
of the content in the syllabus, but it was still a good resource. 

The main benefit of AGISF for me was the Slack channel. It gave me access to hundreds of people interested in the topic, and showed me several opportunities that I applied for including my current full-time gig. I wish we had more Slack channels for broader groups of people interested in AI safety, but this one was incredible. | Honestly haven’t listened to it much.","EAGx Virtual was my only opportunity to do so. After years of online reading, it allowed me to ask basic fundamental questions about the field that I was still uncertain on. This helped me realize where others are still uncertain, and where there are good answers available. | The value is (a) learning about brand new papers that haven’t been published or discussed yet, and (b) getting to know the authors a little bit in a group setting before approaching them 1-1.","","",1,
7469627,43,,2022-06-25 18:57:20,2022-06-28 03:22:14,3384.90,t6togir,0,,,"[""the 80,000 Hours podcast"",""Human Compatible (book)"",""The Alignment Problem (book)""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I am interested in AI alignment research,I am trying to move into a technical AI alignment career","[""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career""]",2,I am trying to move into a technical AI alignment career,"the 80,000 Hours podcast,Human Compatible (book),The Alignment Problem (book)",3 | 3 | 4,The Alignment Problem (book),2 | 3 | 4,2 | 3 | 4, |  | ,,"","",,
7469656,43,,2022-06-25 18:59:47,,1.20,8d2bvx6,0,,,"[""The Alignment Problem (book)"",""Superintelligence (book)"",""talks by AI alignment researchers"",""the 80,000 Hours podcast"",""the AI Alignment Newsletter"",""AGI Safety Fundamentals Course""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I spend some of my time facilitating technical AI alignment research in ways other than doing it directly,I am paid to work on technical AI alignment research","[""I spend some of my time facilitating technical AI alignment research in ways other than doing it directly"",""I am paid to work on technical AI alignment research""]",,I am paid to work on technical AI alignment research,"The Alignment Problem (book),Superintelligence (book),talks by AI alignment researchers,the 80,000 Hours podcast,the AI Alignment Newsletter,AGI Safety Fundamentals Course",,,,,,,,,0,
7469758,43,,2022-06-25 19:07:30,,0.03,4t3j1q5,0,,,,,,,,,,,,,,,,,,,,
7469790,43,,2022-06-25 19:09:46,,0.78,8d2bvx6,0,,,"[""conversations with AI alignment researchers at conferences"",""the FLI podcast"",""AGI Safety Fundamentals Course"",""talks by AI alignment researchers"",""Superintelligence (book)"",""Human Compatible (book)"",""Life 3.0 (book)"",""the 80,000 Hours podcast"",""the AI Alignment Newsletter"",""The Alignment Problem (book)""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I spend some of my time solving technical problems related to AI alignment,I spend some of my time doing AI alignment field/community-building,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly,I spend some of my time publicly communicating about AI alignment","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I spend some of my time solving technical problems related to AI alignment"",""I spend some of my time doing AI alignment field/community-building"",""I spend some of my time facilitating technical AI alignment research in ways other than doing it directly"",""I spend some of my time publicly communicating about AI alignment""]",6,I spend some of my time publicly communicating about AI alignment,"conversations with AI alignment researchers at conferences,the FLI podcast,AGI Safety Fundamentals Course,talks by AI alignment researchers,Superintelligence (book),Human Compatible (book),Life 3.0 (book),the 80,000 Hours podcast,the AI Alignment Newsletter,The Alignment Problem (book)",,,,,,,,,,
7469798,43,,2022-06-25 19:10:15,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7469862,43,,2022-06-25 19:15:43,2022-06-25 19:48:50,33.12,t6togir,0,,,"[""AGI Safety Fundamentals Course"",""the Embedded Agency sequence on the Alignment Forum"",""Life 3.0 (book)"",""conversations with AI alignment researchers at conferences"",""the Iterated Amplification sequence on the Alignment Forum"",""Superintelligence (book)"",""the AI Alignment Newsletter"",""Concrete Problems in AI Safety by Amodei et al"",""Human Compatible (book)"",""The Alignment Problem (book)"",""AXRP - the AI X-risk Research Podcast"",""Unsolved Problems in ML Safety by Hendrycks et al"",""the annual AI Alignment Literature Review and Charity Comparison"",""the FLI podcast"",""the 80,000 Hours podcast"",""talks by AI alignment researchers"",""Scalable agent alignment via reward modeling: a research direction by Leike et al (aka \""the recursive reward modelling agenda\"")"",""the ML Safety newsletter"",""the Value Learning sequence on the Alignment Forum"",""Rob Miles videos""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I am trying to move into a technical AI alignment career,I spend some of my time solving technical problems related to AI alignment,I spend some of my time doing AI alignment field/community-building,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly,I spend some of my time publicly communicating about AI alignment","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career"",""I spend some of my time solving technical problems related to AI alignment"",""I spend some of my time doing AI alignment field/community-building"",""I spend some of my time facilitating technical AI alignment research in ways other than doing it directly"",""I spend some of my time publicly communicating about AI alignment""]",8,I spend some of my time publicly communicating about AI alignment,"AGI Safety Fundamentals Course,the Embedded Agency sequence on the Alignment Forum,Life 3.0 (book),conversations with AI alignment researchers at conferences,the Iterated Amplification sequence on the Alignment Forum,Superintelligence (book),the AI Alignment Newsletter,Concrete Problems in AI Safety by Amodei et al,Human Compatible (book),The Alignment Problem (book),AXRP - the AI X-risk Research Podcast,Unsolved Problems in ML Safety by Hendrycks et al,the annual AI Alignment Literature Review and Charity Comparison,the FLI podcast,the 80,000 Hours podcast,talks by AI alignment researchers,Scalable agent alignment via reward modeling: a research direction by Leike et al (aka ""the recursive reward modelling agenda""),the ML Safety newsletter,the Value Learning sequence on the Alignment Forum,Rob Miles videos",4 | 2 | 2 | 4 | 3 | 4 | 4 | 3 | 3 | 4 | 3 | 3 | 2 | 2 | 3 | 4 | 2 | 2 | 3 | 4,Rob Miles videos,4 | 1 | 1 | 4 | 2 | 2 | 3 | 1 | 1 | 4 | 2 | 3 | 1 | 2 | 3 | 3 | 1 | 2 | 2 | 4,4 | 2 | 1 | 4 | 4 | 3 | 4 | 2 | 1 | 3 | 3 | 3 | 2 | 2 | 2 | 4 | 2 | 2 | 4 | 3, |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | , | ,"",twitter of various AI alignment people,,
